FIPS Code,State and area,Year,Month,Population,Civilian labor force,Percent Labour Force,Employed,Employment Rate,Unemployed,Unemployment Rate,state,code,fips,day,month_
1,Alabama,2020.0,12.0,3889304.0,2240352.0,57.6,2161600.0,55.6,78752.0,3.5,Alabama,AL,1.0,1,2020-12
2,Alaska,2020.0,12.0,545002.0,350219.0,64.3,327187.0,60.0,23032.0,6.6,Alaska,AK,2.0,1,2020-12
4,Arizona,2020.0,12.0,5921658.0,3566534.0,60.2,3326990.0,56.2,239544.0,6.7,Arizona,AZ,4.0,1,2020-12
5,Arkansas,2020.0,12.0,2364696.0,1366653.0,57.8,1302339.0,55.1,64314.0,4.7,Arkansas,AR,5.0,1,2020-12
6,California,2020.0,12.0,31092761.0,18660835.0,60.0,16958587.0,54.5,1702248.0,9.1,California,CA,6.0,1,2020-12
37,Los Angeles County,2020.0,12.0,7998109.0,4867991.0,60.9,4270635.0,53.4,597356.0,12.3,,,,1,2020-12
8,Colorado,2020.0,12.0,4638089.0,3172790.0,68.4,2952986.0,63.7,219804.0,6.9,Colorado,CO,8.0,1,2020-12
9,Connecticut,2020.0,12.0,2881139.0,1831338.0,63.6,1690364.0,58.7,140974.0,7.7,Connecticut,CT,9.0,1,2020-12
10,Delaware,2020.0,12.0,795439.0,482293.0,60.6,454496.0,57.1,27797.0,5.8,Delaware,DE,10.0,1,2020-12
11,District of Columbia,2020.0,12.0,584381.0,413158.0,70.7,376699.0,64.5,36459.0,8.8,District of Columbia,DC,11.0,1,2020-12
12,Florida,2020.0,12.0,17741498.0,9968835.0,56.2,9549248.0,53.8,419587.0,4.2,Florida,FL,12.0,1,2020-12
13,Georgia,2020.0,12.0,8337625.0,5139816.0,61.6,4849950.0,58.2,289866.0,5.6,Georgia,GA,13.0,1,2020-12
15,Hawaii,2020.0,12.0,1083643.0,648758.0,59.9,588280.0,54.3,60478.0,9.3,Hawaii,HI,15.0,1,2020-12
16,Idaho,2020.0,12.0,1423536.0,899652.0,63.2,863582.0,60.7,36070.0,4.0,Idaho,ID,16.0,1,2020-12
17,Illinois,2020.0,12.0,9939435.0,6105476.0,61.4,5625639.0,56.6,479837.0,7.9,Illinois,IL,17.0,1,2020-12
18,Indiana,2020.0,12.0,5284652.0,3321235.0,62.8,3175002.0,60.1,146233.0,4.4,Indiana,IN,18.0,1,2020-12
19,Iowa,2020.0,12.0,2481817.0,1622138.0,65.4,1555858.0,62.7,66280.0,4.1,Iowa,IA,19.0,1,2020-12
20,Kansas,2020.0,12.0,2237175.0,1508734.0,67.4,1445823.0,64.6,62911.0,4.2,Kansas,KS,20.0,1,2020-12
21,Kentucky,2020.0,12.0,3512248.0,1983657.0,56.5,1875948.0,53.4,107709.0,5.4,Kentucky,KY,21.0,1,2020-12
22,Louisiana,2020.0,12.0,3578682.0,2083161.0,58.2,1931983.0,54.0,151178.0,7.3,Louisiana,LA,22.0,1,2020-12
23,Maine,2020.0,12.0,1120437.0,662097.0,59.1,627533.0,56.0,34564.0,5.2,Maine,ME,23.0,1,2020-12
24,Maryland,2020.0,12.0,4773973.0,3105593.0,65.1,2898733.0,60.7,206860.0,6.7,Maryland,MD,24.0,1,2020-12
25,Massachusetts,2020.0,12.0,5647094.0,3694508.0,65.4,3423128.0,60.6,271380.0,7.3,Massachusetts,MA,25.0,1,2020-12
26,Michigan,2020.0,12.0,7995651.0,4855603.0,60.7,4454669.0,55.7,400934.0,8.3,Michigan,MI,26.0,1,2020-12
27,Minnesota,2020.0,12.0,4457728.0,3036842.0,68.1,2888299.0,64.8,148543.0,4.9,Minnesota,MN,27.0,1,2020-12
28,Mississippi,2020.0,12.0,2286392.0,1278959.0,55.9,1195258.0,52.3,83701.0,6.5,Mississippi,MS,28.0,1,2020-12
29,Missouri,2020.0,12.0,4844027.0,3055793.0,63.1,2913854.0,60.2,141939.0,4.6,Missouri,MO,29.0,1,2020-12
30,Montana,2020.0,12.0,866314.0,524275.0,60.5,500363.0,57.8,23912.0,4.6,Montana,MT,30.0,1,2020-12
31,Nebraska,2020.0,12.0,1489954.0,1015391.0,68.1,984653.0,66.1,30738.0,3.0,Nebraska,NE,31.0,1,2020-12
32,Nevada,2020.0,12.0,2501811.0,1513944.0,60.5,1390460.0,55.6,123484.0,8.2,Nevada,NV,32.0,1,2020-12
33,New Hampshire,2020.0,12.0,1133299.0,757970.0,66.9,729973.0,64.4,27997.0,3.7,New Hampshire,NH,33.0,1,2020-12
34,New Jersey,2020.0,12.0,7074559.0,4372811.0,61.8,4056458.0,57.3,316353.0,7.2,New Jersey,NJ,34.0,1,2020-12
35,New Mexico,2020.0,12.0,1658429.0,963668.0,58.1,883589.0,53.3,80079.0,8.3,New Mexico,NM,35.0,1,2020-12
36,New York,2020.0,12.0,15534828.0,9228985.0,59.4,8446178.0,54.4,782807.0,8.5,New York,NY,36.0,1,2020-12
51000,New York city,2020.0,12.0,6639598.0,3856031.0,58.1,3408146.0,51.3,447885.0,11.6,,,,1,2020-12
37,North Carolina,2020.0,12.0,8406266.0,5017316.0,59.7,4710183.0,56.0,307133.0,6.1,North Carolina,NC,37.0,1,2020-12
38,North Dakota,2020.0,12.0,585886.0,397541.0,67.9,378567.0,64.6,18974.0,4.8,North Dakota,ND,38.0,1,2020-12
39,Ohio,2020.0,12.0,9262241.0,5684962.0,61.4,5384909.0,58.1,300053.0,5.3,Ohio,OH,39.0,1,2020-12
40,Oklahoma,2020.0,12.0,3062909.0,1853534.0,60.5,1767845.0,57.7,85689.0,4.6,Oklahoma,OK,40.0,1,2020-12
41,Oregon,2020.0,12.0,3454895.0,2127775.0,61.6,1996117.0,57.8,131658.0,6.2,Oregon,OR,41.0,1,2020-12
42,Pennsylvania,2020.0,12.0,10276507.0,6255815.0,60.9,5825715.0,56.7,430100.0,6.9,Pennsylvania,PA,42.0,1,2020-12
44,Rhode Island,2020.0,12.0,864213.0,539265.0,62.4,497303.0,57.5,41962.0,7.8,Rhode Island,RI,44.0,1,2020-12
45,South Carolina,2020.0,12.0,4158811.0,2348040.0,56.5,2209784.0,53.1,138256.0,5.9,South Carolina,SC,45.0,1,2020-12
46,South Dakota,2020.0,12.0,682349.0,467353.0,68.5,450768.0,66.1,16585.0,3.5,South Dakota,SD,46.0,1,2020-12
47,Tennessee,2020.0,12.0,5464698.0,3324493.0,60.8,3138615.0,57.4,185878.0,5.6,Tennessee,TN,47.0,1,2020-12
48,Texas,2020.0,12.0,22447253.0,14139874.0,63.0,13191324.0,58.8,948550.0,6.7,Texas,TX,48.0,1,2020-12
49,Utah,2020.0,12.0,2422249.0,1629656.0,67.3,1580547.0,65.3,49109.0,3.0,Utah,UT,49.0,1,2020-12
50,Vermont,2020.0,12.0,518976.0,313167.0,60.3,302889.0,58.4,10278.0,3.3,Vermont,VT,50.0,1,2020-12
51,Virginia,2020.0,12.0,6738044.0,4239603.0,62.9,3996096.0,59.3,243507.0,5.7,Virginia,VA,51.0,1,2020-12
53,Washington,2020.0,12.0,6131010.0,3830175.0,62.5,3578538.0,58.4,251637.0,6.6,Washington,WA,53.0,1,2020-12
54,West Virginia,2020.0,12.0,1440682.0,792568.0,55.0,735846.0,51.1,56722.0,7.2,West Virginia,WV,54.0,1,2020-12
55,Wisconsin,2020.0,12.0,4663376.0,3038277.0,65.2,2915366.0,62.5,122911.0,4.0,Wisconsin,WI,55.0,1,2020-12
56,Wyoming,2020.0,12.0,455877.0,292809.0,64.2,277297.0,60.8,15512.0,5.3,Wyoming,WY,56.0,1,2020-12
1,Alabama,2021.0,1.0,3890500.0,2228910.0,57.3,2138693.0,55.0,90217.0,4.0,Alabama,AL,1.0,1,2021-01
2,Alaska,2021.0,1.0,544894.0,349096.0,64.1,324999.0,59.6,24097.0,6.9,Alaska,AK,2.0,1,2021-01
4,Arizona,2021.0,1.0,5932506.0,3572898.0,60.2,3325993.0,56.1,246905.0,6.9,Arizona,AZ,4.0,1,2021-01
5,Arkansas,2021.0,1.0,2365706.0,1349496.0,57.0,1280577.0,54.1,68919.0,5.1,Arkansas,AR,5.0,1,2021-01
6,California,2021.0,1.0,31093847.0,18621937.0,59.9,16901741.0,54.4,1720196.0,9.2,California,CA,6.0,1,2021-01
37,Los Angeles County,2021.0,1.0,7995220.0,4915826.0,61.5,4289944.0,53.7,625882.0,12.7,,,,1,2021-01
8,Colorado,2021.0,1.0,4642794.0,3171425.0,68.3,2951964.0,63.6,219461.0,6.9,Colorado,CO,8.0,1,2021-01
9,Connecticut,2021.0,1.0,2880415.0,1822982.0,63.3,1668819.0,57.9,154163.0,8.5,Connecticut,CT,9.0,1,2021-01
10,Delaware,2021.0,1.0,796235.0,487574.0,61.2,456283.0,57.3,31291.0,6.4,Delaware,DE,10.0,1,2021-01
11,District of Columbia,2021.0,1.0,584492.0,407077.0,69.6,374869.0,64.1,32208.0,7.9,District of Columbia,DC,11.0,1,2021-01
12,Florida,2021.0,1.0,17757100.0,10103656.0,56.9,9566819.0,53.9,536837.0,5.3,Florida,FL,12.0,1,2021-01
13,Georgia,2021.0,1.0,8344325.0,5111532.0,61.3,4855595.0,58.2,255937.0,5.0,Georgia,GA,13.0,1,2021-01
15,Hawaii,2021.0,1.0,1083148.0,655563.0,60.5,590734.0,54.5,64829.0,9.9,Hawaii,HI,15.0,1,2021-01
16,Idaho,2021.0,1.0,1426574.0,898423.0,63.0,858532.0,60.2,39891.0,4.4,Idaho,ID,16.0,1,2021-01
17,Illinois,2021.0,1.0,9935021.0,6091031.0,61.3,5576468.0,56.1,514563.0,8.4,Illinois,IL,17.0,1,2021-01
18,Indiana,2021.0,1.0,5286270.0,3336057.0,63.1,3179450.0,60.1,156607.0,4.7,Indiana,IN,18.0,1,2021-01
19,Iowa,2021.0,1.0,2482022.0,1627688.0,65.6,1549243.0,62.4,78445.0,4.8,Iowa,IA,19.0,1,2021-01
20,Kansas,2021.0,1.0,2237486.0,1515813.0,67.7,1435055.0,64.1,80758.0,5.3,Kansas,KS,20.0,1,2021-01
21,Kentucky,2021.0,1.0,3512884.0,1967353.0,56.0,1862821.0,53.0,104532.0,5.3,Kentucky,KY,21.0,1,2021-01
22,Louisiana,2021.0,1.0,3578075.0,2049594.0,57.3,1894136.0,52.9,155458.0,7.6,Louisiana,LA,22.0,1,2021-01
23,Maine,2021.0,1.0,1120850.0,664349.0,59.3,622075.0,55.5,42274.0,6.4,Maine,ME,23.0,1,2021-01
24,Maryland,2021.0,1.0,4773686.0,3078925.0,64.5,2883104.0,60.4,195821.0,6.4,Maryland,MD,24.0,1,2021-01
25,Massachusetts,2021.0,1.0,5646187.0,3693899.0,65.4,3417222.0,60.5,276677.0,7.5,Massachusetts,MA,25.0,1,2021-01
26,Michigan,2021.0,1.0,7995094.0,4712994.0,58.9,4424281.0,55.3,288713.0,6.1,Michigan,MI,26.0,1,2021-01
27,Minnesota,2021.0,1.0,4458943.0,2983514.0,66.9,2833684.0,63.6,149830.0,5.0,Minnesota,MN,27.0,1,2021-01
28,Mississippi,2021.0,1.0,2286271.0,1260796.0,55.1,1182428.0,51.7,78368.0,6.2,Mississippi,MS,28.0,1,2021-01
29,Missouri,2021.0,1.0,4845259.0,3042652.0,62.8,2888662.0,59.6,153990.0,5.1,Missouri,MO,29.0,1,2021-01
30,Montana,2021.0,1.0,867082.0,525782.0,60.6,499290.0,57.6,26492.0,5.0,Montana,MT,30.0,1,2021-01
31,Nebraska,2021.0,1.0,1490395.0,1012653.0,67.9,980465.0,65.8,32188.0,3.2,Nebraska,NE,31.0,1,2021-01
32,Nevada,2021.0,1.0,2505533.0,1529355.0,61.0,1400675.0,55.9,128680.0,8.4,Nevada,NV,32.0,1,2021-01
33,New Hampshire,2021.0,1.0,1133752.0,755494.0,66.6,724906.0,63.9,30588.0,4.0,New Hampshire,NH,33.0,1,2021-01
34,New Jersey,2021.0,1.0,7073517.0,4373251.0,61.8,4023930.0,56.9,349321.0,8.0,New Jersey,NJ,34.0,1,2021-01
35,New Mexico,2021.0,1.0,1659311.0,952128.0,57.4,865794.0,52.2,86334.0,9.1,New Mexico,NM,35.0,1,2021-01
36,New York,2021.0,1.0,15525350.0,9184419.0,59.2,8321685.0,53.6,862734.0,9.4,New York,NY,36.0,1,2021-01
51000,New York city,2021.0,1.0,6633202.0,3843648.0,57.9,3341375.0,50.4,502273.0,13.1,,,,1,2021-01
37,North Carolina,2021.0,1.0,8414124.0,4972173.0,59.1,4675682.0,55.6,296491.0,6.0,North Carolina,NC,37.0,1,2021-01
38,North Dakota,2021.0,1.0,585942.0,397376.0,67.8,377404.0,64.4,19972.0,5.0,North Dakota,ND,38.0,1,2021-01
39,Ohio,2021.0,1.0,9262261.0,5690274.0,61.4,5346811.0,57.7,343463.0,6.0,Ohio,OH,39.0,1,2021-01
40,Oklahoma,2021.0,1.0,3064511.0,1864127.0,60.8,1769330.0,57.7,94797.0,5.1,Oklahoma,OK,40.0,1,2021-01
41,Oregon,2021.0,1.0,3457167.0,2125111.0,61.5,1974964.0,57.1,150147.0,7.1,Oregon,OR,41.0,1,2021-01
42,Pennsylvania,2021.0,1.0,10275393.0,6242716.0,60.8,5743316.0,55.9,499400.0,8.0,Pennsylvania,PA,42.0,1,2021-01
44,Rhode Island,2021.0,1.0,864204.0,541026.0,62.6,495085.0,57.3,45941.0,8.5,Rhode Island,RI,44.0,1,2021-01
45,South Carolina,2021.0,1.0,4163639.0,2341048.0,56.2,2214705.0,53.2,126343.0,5.4,South Carolina,SC,45.0,1,2021-01
46,South Dakota,2021.0,1.0,682691.0,461290.0,67.6,446188.0,65.4,15102.0,3.3,South Dakota,SD,46.0,1,2021-01
47,Tennessee,2021.0,1.0,5469230.0,3306225.0,60.5,3129163.0,57.2,177062.0,5.4,Tennessee,TN,47.0,1,2021-01
48,Texas,2021.0,1.0,22474687.0,14026650.0,62.4,13000673.0,57.8,1025977.0,7.3,Texas,TX,48.0,1,2021-01
49,Utah,2021.0,1.0,2426150.0,1641309.0,67.7,1584569.0,65.3,56740.0,3.5,Utah,UT,49.0,1,2021-01
50,Vermont,2021.0,1.0,518952.0,311722.0,60.1,300251.0,57.9,11471.0,3.7,Vermont,VT,50.0,1,2021-01
51,Virginia,2021.0,1.0,6739873.0,4218059.0,62.6,3978432.0,59.0,239627.0,5.7,Virginia,VA,51.0,1,2021-01
53,Washington,2021.0,1.0,6136163.0,3845838.0,62.7,3585589.0,58.4,260249.0,6.8,Washington,WA,53.0,1,2021-01
54,West Virginia,2021.0,1.0,1440030.0,783457.0,54.4,727906.0,50.5,55551.0,7.1,West Virginia,WV,54.0,1,2021-01
55,Wisconsin,2021.0,1.0,4664495.0,3032623.0,65.0,2895969.0,62.1,136654.0,4.5,Wisconsin,WI,55.0,1,2021-01
56,Wyoming,2021.0,1.0,456106.0,294201.0,64.5,275907.0,60.5,18294.0,6.2,Wyoming,WY,56.0,1,2021-01
1,Alabama,2021.0,2.0,3891139.0,2228554.0,57.3,2145168.0,55.1,83386.0,3.7,Alabama,AL,1.0,1,2021-02
2,Alaska,2021.0,2.0,544693.0,346481.0,63.6,321974.0,59.1,24507.0,7.1,Alaska,AK,2.0,1,2021-02
4,Arizona,2021.0,2.0,5942577.0,3590240.0,60.4,3336407.0,56.1,253833.0,7.1,Arizona,AZ,4.0,1,2021-02
5,Arkansas,2021.0,2.0,2366377.0,1353169.0,57.2,1281132.0,54.1,72037.0,5.3,Arkansas,AR,5.0,1,2021-02
6,California,2021.0,2.0,31091641.0,19020738.0,61.2,17422204.0,56.0,1598534.0,8.4,California,CA,6.0,1,2021-02
37,Los Angeles County,2021.0,2.0,7991619.0,5125343.0,64.1,4568726.0,57.2,556617.0,10.9,,,,1,2021-02
8,Colorado,2021.0,2.0,4647075.0,3178875.0,68.4,2966944.0,63.8,211931.0,6.7,Colorado,CO,8.0,1,2021-02
9,Connecticut,2021.0,2.0,2879316.0,1685742.0,58.5,1545710.0,53.7,140032.0,8.3,Connecticut,CT,9.0,1,2021-02
10,Delaware,2021.0,2.0,796901.0,489296.0,61.4,456807.0,57.3,32489.0,6.6,Delaware,DE,10.0,1,2021-02
11,District of Columbia,2021.0,2.0,584457.0,407673.0,69.8,376724.0,64.5,30949.0,7.6,District of Columbia,DC,11.0,1,2021-02
12,Florida,2021.0,2.0,17769891.0,10221907.0,57.5,9704912.0,54.6,516995.0,5.1,Florida,FL,12.0,1,2021-02
13,Georgia,2021.0,2.0,8350072.0,5154233.0,61.7,4924943.0,59.0,229290.0,4.4,Georgia,GA,13.0,1,2021-02
15,Hawaii,2021.0,2.0,1082480.0,658637.0,60.8,601994.0,55.6,56643.0,8.6,Hawaii,HI,15.0,1,2021-02
16,Idaho,2021.0,2.0,1429397.0,896782.0,62.7,856729.0,59.9,40053.0,4.5,Idaho,ID,16.0,1,2021-02
17,Illinois,2021.0,2.0,9929473.0,6097520.0,61.4,5621977.0,56.6,475543.0,7.8,Illinois,IL,17.0,1,2021-02
18,Indiana,2021.0,2.0,5287355.0,3300840.0,62.4,3145013.0,59.5,155827.0,4.7,Indiana,IN,18.0,1,2021-02
19,Iowa,2021.0,2.0,2481881.0,1650496.0,66.5,1568398.0,63.2,82098.0,5.0,Iowa,IA,19.0,1,2021-02
20,Kansas,2021.0,2.0,2237550.0,1500139.0,67.0,1442083.0,64.4,58056.0,3.9,Kansas,KS,20.0,1,2021-02
21,Kentucky,2021.0,2.0,3513075.0,1974131.0,56.2,1874068.0,53.3,100063.0,5.1,Kentucky,KY,21.0,1,2021-02
22,Louisiana,2021.0,2.0,3576989.0,2041035.0,57.1,1896807.0,53.0,144228.0,7.1,Louisiana,LA,22.0,1,2021-02
23,Maine,2021.0,2.0,1121094.0,666069.0,59.4,628887.0,56.1,37182.0,5.6,Maine,ME,23.0,1,2021-02
24,Maryland,2021.0,2.0,4772844.0,3084074.0,64.6,2894952.0,60.7,189122.0,6.1,Maryland,MD,24.0,1,2021-02
25,Massachusetts,2021.0,2.0,5644665.0,3708222.0,65.7,3438484.0,60.9,269738.0,7.3,Massachusetts,MA,25.0,1,2021-02
26,Michigan,2021.0,2.0,7993560.0,4643494.0,58.1,4404960.0,55.1,238534.0,5.1,Michigan,MI,26.0,1,2021-02
27,Minnesota,2021.0,2.0,4459692.0,3009494.0,67.5,2863344.0,64.2,146150.0,4.9,Minnesota,MN,27.0,1,2021-02
28,Mississippi,2021.0,2.0,2285852.0,1268332.0,55.5,1190741.0,52.1,77591.0,6.1,Mississippi,MS,28.0,1,2021-02
29,Missouri,2021.0,2.0,4845885.0,3057225.0,63.1,2898434.0,59.8,158791.0,5.2,Missouri,MO,29.0,1,2021-02
30,Montana,2021.0,2.0,867716.0,528910.0,61.0,502640.0,57.9,26270.0,5.0,Montana,MT,30.0,1,2021-02
31,Nebraska,2021.0,2.0,1490687.0,1013732.0,68.0,981710.0,65.9,32022.0,3.2,Nebraska,NE,31.0,1,2021-02
32,Nevada,2021.0,2.0,2508958.0,1552065.0,61.9,1427776.0,56.9,124289.0,8.0,Nevada,NV,32.0,1,2021-02
33,New Hampshire,2021.0,2.0,1134093.0,752724.0,66.4,729057.0,64.3,23667.0,3.1,New Hampshire,NH,33.0,1,2021-02
34,New Jersey,2021.0,2.0,7071661.0,4403221.0,62.3,4040088.0,57.1,363133.0,8.2,New Jersey,NJ,34.0,1,2021-02
35,New Mexico,2021.0,2.0,1659946.0,955199.0,57.5,876258.0,52.8,78941.0,8.3,New Mexico,NM,35.0,1,2021-02
36,New York,2021.0,2.0,15514030.0,9215509.0,59.4,8325835.0,53.7,889674.0,9.7,New York,NY,36.0,1,2021-02
51000,New York city,2021.0,2.0,6626156.0,3895874.0,58.8,3380745.0,51.0,515129.0,13.2,,,,1,2021-02
37,North Carolina,2021.0,2.0,8421014.0,5001539.0,59.4,4721513.0,56.1,280026.0,5.6,North Carolina,NC,37.0,1,2021-02
38,North Dakota,2021.0,2.0,585924.0,400731.0,68.4,378738.0,64.6,21993.0,5.5,North Dakota,ND,38.0,1,2021-02
39,Ohio,2021.0,2.0,9261248.0,5704897.0,61.6,5388059.0,58.2,316838.0,5.6,Ohio,OH,39.0,1,2021-02
40,Oklahoma,2021.0,2.0,3065768.0,1863302.0,60.8,1767680.0,57.7,95622.0,5.1,Oklahoma,OK,40.0,1,2021-02
41,Oregon,2021.0,2.0,3459073.0,2135709.0,61.7,1993473.0,57.6,142236.0,6.7,Oregon,OR,41.0,1,2021-02
42,Pennsylvania,2021.0,2.0,10273015.0,6322924.0,61.5,5820764.0,56.7,502160.0,7.9,Pennsylvania,PA,42.0,1,2021-02
44,Rhode Island,2021.0,2.0,864073.0,536759.0,62.1,494511.0,57.2,42248.0,7.9,Rhode Island,RI,44.0,1,2021-02
45,South Carolina,2021.0,2.0,4167943.0,2379174.0,57.1,2256191.0,54.1,122983.0,5.2,South Carolina,SC,45.0,1,2021-02
46,South Dakota,2021.0,2.0,682979.0,468708.0,68.6,451910.0,66.2,16798.0,3.6,South Dakota,SD,46.0,1,2021-02
47,Tennessee,2021.0,2.0,5473138.0,3298451.0,60.3,3138065.0,57.3,160386.0,4.9,Tennessee,TN,47.0,1,2021-02
48,Texas,2021.0,2.0,22500029.0,14047933.0,62.4,12989157.0,57.7,1058776.0,7.5,Texas,TX,48.0,1,2021-02
49,Utah,2021.0,2.0,2429915.0,1641809.0,67.6,1582593.0,65.1,59216.0,3.6,Utah,UT,49.0,1,2021-02
50,Vermont,2021.0,2.0,518856.0,309693.0,59.7,300034.0,57.8,9659.0,3.1,Vermont,VT,50.0,1,2021-02
51,Virginia,2021.0,2.0,6740927.0,4224831.0,62.7,3998727.0,59.3,226104.0,5.4,Virginia,VA,51.0,1,2021-02
53,Washington,2021.0,2.0,6140754.0,3874189.0,63.1,3627299.0,59.1,246890.0,6.4,Washington,WA,53.0,1,2021-02
54,West Virginia,2021.0,2.0,1439233.0,790202.0,54.9,735890.0,51.1,54312.0,6.9,West Virginia,WV,54.0,1,2021-02
55,Wisconsin,2021.0,2.0,4665137.0,3057176.0,65.5,2908251.0,62.3,148925.0,4.9,Wisconsin,WI,55.0,1,2021-02
56,Wyoming,2021.0,2.0,456315.0,295352.0,64.7,276040.0,60.5,19312.0,6.5,Wyoming,WY,56.0,1,2021-02
1,Alabama,2021.0,3.0,3892132.0,2213954.0,56.9,2138166.0,54.9,75788.0,3.4,Alabama,AL,1.0,1,2021-03
2,Alaska,2021.0,3.0,544548.0,344975.0,63.4,319485.0,58.7,25490.0,7.4,Alaska,AK,2.0,1,2021-03
4,Arizona,2021.0,3.0,5952938.0,3599372.0,60.5,3367543.0,56.6,231829.0,6.4,Arizona,AZ,4.0,1,2021-03
5,Arkansas,2021.0,3.0,2367295.0,1359037.0,57.4,1294410.0,54.7,64627.0,4.8,Arkansas,AR,5.0,1,2021-03
6,California,2021.0,3.0,31090057.0,18911292.0,60.8,17361453.0,55.8,1549839.0,8.2,California,CA,6.0,1,2021-03
37,Los Angeles County,2021.0,3.0,7988311.0,5111304.0,64.0,4547811.0,56.9,563493.0,11.0,,,,1,2021-03
8,Colorado,2021.0,3.0,4651709.0,3155812.0,67.8,2950007.0,63.4,205805.0,6.5,Colorado,CO,8.0,1,2021-03
9,Connecticut,2021.0,3.0,2878425.0,1723503.0,59.9,1581398.0,54.9,142105.0,8.2,Connecticut,CT,9.0,1,2021-03
10,Delaware,2021.0,3.0,797621.0,490936.0,61.6,458473.0,57.5,32463.0,6.6,Delaware,DE,10.0,1,2021-03
11,District of Columbia,2021.0,3.0,584522.0,403594.0,69.0,375619.0,64.3,27975.0,6.9,District of Columbia,DC,11.0,1,2021-03
12,Florida,2021.0,3.0,17783671.0,10271525.0,57.8,9729349.0,54.7,542176.0,5.3,Florida,FL,12.0,1,2021-03
13,Georgia,2021.0,3.0,8356449.0,5174762.0,61.9,4966193.0,59.4,208569.0,4.0,Georgia,GA,13.0,1,2021-03
15,Hawaii,2021.0,3.0,1081814.0,652552.0,60.3,596010.0,55.1,56542.0,8.7,Hawaii,HI,15.0,1,2021-03
16,Idaho,2021.0,3.0,1432388.0,894325.0,62.4,858307.0,59.9,36018.0,4.0,Idaho,ID,16.0,1,2021-03
17,Illinois,2021.0,3.0,9924647.0,6102774.0,61.5,5669631.0,57.1,433143.0,7.1,Illinois,IL,17.0,1,2021-03
18,Indiana,2021.0,3.0,5288901.0,3295778.0,62.3,3142534.0,59.4,153244.0,4.6,Indiana,IN,18.0,1,2021-03
19,Iowa,2021.0,3.0,2482030.0,1646332.0,66.3,1572397.0,63.4,73935.0,4.5,Iowa,IA,19.0,1,2021-03
20,Kansas,2021.0,3.0,2237761.0,1506301.0,67.3,1448708.0,64.7,57593.0,3.8,Kansas,KS,20.0,1,2021-03
21,Kentucky,2021.0,3.0,3513671.0,1981508.0,56.4,1881933.0,53.6,99575.0,5.0,Kentucky,KY,21.0,1,2021-03
22,Louisiana,2021.0,3.0,3576188.0,2059354.0,57.6,1923382.0,53.8,135972.0,6.6,Louisiana,LA,22.0,1,2021-03
23,Maine,2021.0,3.0,1121440.0,668477.0,59.6,632367.0,56.4,36110.0,5.4,Maine,ME,23.0,1,2021-03
24,Maryland,2021.0,3.0,4772254.0,3108211.0,65.1,2919641.0,61.2,188570.0,6.1,Maryland,MD,24.0,1,2021-03
25,Massachusetts,2021.0,3.0,5643634.0,3703116.0,65.6,3459390.0,61.3,243726.0,6.6,Massachusetts,MA,25.0,1,2021-03
26,Michigan,2021.0,3.0,7992752.0,4687935.0,58.7,4444938.0,55.6,242997.0,5.2,Michigan,MI,26.0,1,2021-03
27,Minnesota,2021.0,3.0,4460873.0,3000039.0,67.3,2865485.0,64.2,134554.0,4.5,Minnesota,MN,27.0,1,2021-03
28,Mississippi,2021.0,3.0,2285593.0,1264301.0,55.3,1186216.0,51.9,78085.0,6.2,Mississippi,MS,28.0,1,2021-03
29,Missouri,2021.0,3.0,4847023.0,3065763.0,63.3,2931311.0,60.5,134452.0,4.4,Missouri,MO,29.0,1,2021-03
30,Montana,2021.0,3.0,868461.0,530088.0,61.0,506701.0,58.3,23387.0,4.4,Montana,MT,30.0,1,2021-03
31,Nebraska,2021.0,3.0,1491090.0,1014719.0,68.1,985972.0,66.1,28747.0,2.8,Nebraska,NE,31.0,1,2021-03
32,Nevada,2021.0,3.0,2512490.0,1549050.0,61.7,1430427.0,56.9,118623.0,7.7,Nevada,NV,32.0,1,2021-03
33,New Hampshire,2021.0,3.0,1134526.0,749468.0,66.1,725777.0,64.0,23691.0,3.2,New Hampshire,NH,33.0,1,2021-03
34,New Jersey,2021.0,3.0,7070188.0,4439157.0,62.8,4092333.0,57.9,346824.0,7.8,New Jersey,NJ,34.0,1,2021-03
35,New Mexico,2021.0,3.0,1660619.0,947280.0,57.0,872058.0,52.5,75222.0,7.9,New Mexico,NM,35.0,1,2021-03
36,New York,2021.0,3.0,15503637.0,9436191.0,60.9,8639461.0,55.7,796730.0,8.4,New York,NY,36.0,1,2021-03
51000,New York city,2021.0,3.0,6619368.0,4108802.0,62.1,3647085.0,55.1,461717.0,11.2,,,,1,2021-03
37,North Carolina,2021.0,3.0,8428566.0,4991166.0,59.2,4762518.0,56.5,228648.0,4.6,North Carolina,NC,37.0,1,2021-03
38,North Dakota,2021.0,3.0,586001.0,400061.0,68.3,380823.0,65.0,19238.0,4.8,North Dakota,ND,38.0,1,2021-03
39,Ohio,2021.0,3.0,9261114.0,5719585.0,61.8,5440995.0,58.8,278590.0,4.9,Ohio,OH,39.0,1,2021-03
40,Oklahoma,2021.0,3.0,3067258.0,1855835.0,60.5,1778685.0,58.0,77150.0,4.2,Oklahoma,OK,40.0,1,2021-03
41,Oregon,2021.0,3.0,3461246.0,2156640.0,62.3,2012864.0,58.2,143776.0,6.7,Oregon,OR,41.0,1,2021-03
